Date,Open,High,Low,Close,Volume,Adj Close,clave_empresa
2008-05-09,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-12,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-05-13,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-14,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-05-15,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-05-16,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-19,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-20,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-21,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-22,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-23,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-26,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-27,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-28,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-29,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-05-30,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-02,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-03,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-04,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-05,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-06,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-09,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-10,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-11,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-06-12,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-13,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-16,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-17,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-18,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-19,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-20,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-23,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-24,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-25,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-26,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-06-27,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-06-30,0.8,0.8,0.73,0.73,0,0.73,EDOARDOB.MX
2008-07-01,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-02,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-03,0.74,0.74,0.74,0.74,1000,0.74,EDOARDOB.MX
2008-07-04,0.74,0.74,0.74,0.74,1000,0.74,EDOARDOB.MX
2008-07-07,1.0,1.0,1.0,1.0,0,1.0,EDOARDOB.MX
2008-07-08,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-09,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-10,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-11,0.74,0.74,0.74,0.74,400,0.74,EDOARDOB.MX
2008-07-14,0.74,0.74,0.74,0.74,500,0.74,EDOARDOB.MX
2008-07-15,0.74,0.74,0.74,0.74,100,0.74,EDOARDOB.MX
2008-07-16,0.74,0.74,0.74,0.74,0,0.74,EDOARDOB.MX
2008-07-17,0.74,0.74,0.74,0.74,0,0.74,EDOARDOB.MX
2008-07-18,0.74,0.74,0.74,0.74,0,0.74,EDOARDOB.MX
2008-07-21,0.74,0.74,0.74,0.74,0,0.74,EDOARDOB.MX
2008-07-22,0.7,0.7,0.6,0.7,0,0.7,EDOARDOB.MX
2008-07-23,0.8,0.8,0.8,0.8,2500,0.8,EDOARDOB.MX
2008-07-24,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-25,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-28,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-29,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-30,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-07-31,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-01,0.8,0.8,0.78,0.78,0,0.78,EDOARDOB.MX
2008-08-04,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-05,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-06,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-07,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-08,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-11,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-13,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-18,0.85,0.85,0.85,0.85,200,0.85,EDOARDOB.MX
2008-08-19,0.85,0.85,0.8,0.8,0,0.8,EDOARDOB.MX
2008-08-20,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-08-21,0.85,0.85,0.81,0.81,0,0.81,EDOARDOB.MX
2008-08-22,0.85,0.85,0.81,0.81,0,0.81,EDOARDOB.MX
2008-08-25,0.85,0.85,0.85,0.85,100,0.85,EDOARDOB.MX
2008-08-26,0.86,0.86,0.86,0.86,100,0.86,EDOARDOB.MX
2008-08-27,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-08-28,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-08-29,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-01,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-02,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-03,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-04,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-05,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-08,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-09,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-10,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-11,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-12,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-15,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-17,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-18,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-19,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-22,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-23,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-24,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-25,0.86,0.86,0.86,0.86,200,0.86,EDOARDOB.MX
2008-09-26,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-29,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-09-30,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-01,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-02,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-03,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-06,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-07,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-08,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-09,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-10,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-13,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-14,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-15,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-16,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-17,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-20,0.86,0.86,0.86,0.86,100,0.86,EDOARDOB.MX
2008-10-21,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-22,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-23,0.86,0.86,0.86,0.86,100,0.86,EDOARDOB.MX
2008-10-24,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-27,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-28,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-29,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-10-30,0.86,0.86,0.86,0.86,200,0.86,EDOARDOB.MX
2008-10-31,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-03,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-04,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-05,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-06,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-07,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-11,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-12,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-13,0.85,0.85,0.85,0.85,200,0.85,EDOARDOB.MX
2008-11-14,0.86,0.86,0.85,0.85,0,0.85,EDOARDOB.MX
2008-11-18,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-19,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-20,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-21,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-24,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-25,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-26,0.86,0.86,0.86,0.86,0,0.86,EDOARDOB.MX
2008-11-27,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-11-28,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-01,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-02,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-03,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-04,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-05,0.85,0.85,0.85,0.85,0,0.85,EDOARDOB.MX
2008-12-08,1.0,1.0,1.0,1.0,300,1.0,EDOARDOB.MX
2008-12-09,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2008-12-10,0.9,0.9,0.9,0.9,100,0.9,EDOARDOB.MX
2008-12-11,0.89,0.89,0.84,0.84,0,0.84,EDOARDOB.MX
2008-12-15,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2008-12-16,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2008-12-17,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2008-12-18,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-19,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-22,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-23,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-24,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-26,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-29,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-30,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2008-12-31,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2009-01-02,0.88,0.88,0.88,0.88,0,0.88,EDOARDOB.MX
2009-01-05,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-06,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-07,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-08,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-09,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-12,1.0,1.0,1.0,1.0,0,1.0,EDOARDOB.MX
2009-01-13,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-14,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-15,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-16,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-19,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-20,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-21,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-22,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-23,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-26,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-27,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-28,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-01-29,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-01-30,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-03,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-04,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-05,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-06,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-09,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-10,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-11,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-12,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-02-18,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-19,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-20,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-23,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-24,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-02-25,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-26,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-02-27,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-02,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-03,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-04,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-05,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-06,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-09,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-10,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-11,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-12,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-13,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-17,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-18,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-19,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-20,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-23,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-24,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-25,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-26,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-27,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-03-30,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-03-31,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2009-04-01,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2009-04-02,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2009-04-03,0.8,0.8,0.8,0.8,0,0.8,EDOARDOB.MX
2009-04-06,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-07,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-08,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-10,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-13,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-14,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-15,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-16,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-17,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-20,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-21,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-22,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-23,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-24,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-27,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-28,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-29,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-04-30,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-01,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-04,0.9,0.9,0.9,0.9,100,0.9,EDOARDOB.MX
2009-05-05,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-06,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-07,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-08,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-11,0.89,0.89,0.89,0.89,0,0.89,EDOARDOB.MX
2009-05-12,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-13,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-14,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-15,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-18,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-19,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-20,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-21,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-22,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-25,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-26,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-27,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-28,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-05-29,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-01,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-02,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-03,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-04,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-05,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-08,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-09,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-10,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-11,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-12,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-15,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-16,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-17,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-18,0.6,0.6,0.6,0.6,20000,0.6,EDOARDOB.MX
2009-06-19,0.63,0.63,0.63,0.63,100,0.63,EDOARDOB.MX
2009-06-22,0.63,0.63,0.63,0.63,20000,0.63,EDOARDOB.MX
2009-06-23,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-24,0.58,0.58,0.58,0.58,100,0.58,EDOARDOB.MX
2009-06-25,0.6,0.9,0.6,0.6,0,0.6,EDOARDOB.MX
2009-06-26,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-06-29,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-06-30,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-01,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-02,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-03,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-06,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-07,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-08,1.0,1.0,1.0,1.0,0,1.0,EDOARDOB.MX
2009-07-09,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-10,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-13,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-14,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-15,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-16,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-17,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-20,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-21,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-07-22,0.53,0.9,0.53,0.53,0,0.53,EDOARDOB.MX
2009-07-23,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-07-24,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-07-27,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-07-28,0.58,0.58,0.58,0.58,129000,0.58,EDOARDOB.MX
2009-07-29,0.58,0.68,0.58,0.58,0,0.58,EDOARDOB.MX
2009-07-30,0.58,0.68,0.58,0.58,0,0.58,EDOARDOB.MX
2009-07-31,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-03,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-04,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-05,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-06,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-07,0.68,0.68,0.68,0.68,0,0.68,EDOARDOB.MX
2009-08-10,0.4,0.69,0.4,0.4,0,0.4,EDOARDOB.MX
2009-08-11,0.58,0.58,0.58,0.58,4000,0.58,EDOARDOB.MX
2009-08-12,0.69,0.69,0.69,0.69,0,0.69,EDOARDOB.MX
2009-08-13,0.69,0.69,0.69,0.69,0,0.69,EDOARDOB.MX
2009-08-14,0.69,0.69,0.69,0.69,0,0.69,EDOARDOB.MX
2009-08-17,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-18,0.58,0.58,0.58,0.58,4500,0.58,EDOARDOB.MX
2009-08-19,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-20,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-21,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-24,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-25,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-26,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-27,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-08-28,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-08-31,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-01,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-02,0.75,0.75,0.75,0.75,0,0.75,EDOARDOB.MX
2009-09-03,0.75,0.75,0.75,0.75,0,0.75,EDOARDOB.MX
2009-09-04,0.75,0.75,0.75,0.75,0,0.75,EDOARDOB.MX
2009-09-07,0.75,0.75,0.75,0.75,0,0.75,EDOARDOB.MX
2009-09-08,0.75,0.75,0.75,0.75,0,0.75,EDOARDOB.MX
2009-09-09,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-10,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-09-11,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-14,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-15,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-16,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
2009-09-17,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-18,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-21,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-22,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-23,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-24,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-25,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-28,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-29,0.9,0.9,0.9,0.9,0,0.9,EDOARDOB.MX
2009-09-30,0.58,0.58,0.58,0.58,0,0.58,EDOARDOB.MX
